model,pair_id,error_type,cosine_score,threshold,report_a_id,report_b_id,title_a,title_b,component_a,component_b
bm25f_baseline,pair_1749,false_negative,0.626099,0.7,sdk_null_dom_06,sdk_null_dom_07,Profile section crashes when avatar container is not rendered,Conditional render gap: avatar container accessed before DOM insertion,profile,profile
bm25f_baseline,pair_0946,false_negative,0.211052,0.7,syn_clipboard_paste_crash_08,syn_clipboard_paste_crash_09,Crash when paste text from document to input,Paste crash in profile form,js_error,js_error
bm25f_baseline,pair_0310,false_negative,0.145497,0.7,syn_modal_scroll_lock_04,syn_modal_scroll_lock_08,Scroll leak through modal overay on mobile,iOS Safari ignores overflow:hidden when modal is shown,css_ui,css_ui
bm25f_baseline,pair_0709,false_negative,0.581495,0.7,syn_oauth_redirect_loop_04,syn_oauth_redirect_loop_05,Google auth: SameSite cookie blocks session creation,stuck in redirect loop after google login,network_error,network_error
bm25f_baseline,pair_0654,false_negative,0.193007,0.7,syn_react_key_warning_02,syn_react_key_warning_06,Missing key prop causes full list re-render,Index-based keys cause animation state loss in list,react_specific,react_specific
bm25f_baseline,pair_0697,false_negative,0.671581,0.7,syn_oauth_redirect_loop_02,syn_oauth_redirect_loop_04,Endless redirect after Google sign-in,Google auth: SameSite cookie blocks session creation,network_error,network_error
bm25f_baseline,pair_0702,false_negative,0.273805,0.7,syn_oauth_redirect_loop_02,syn_oauth_redirect_loop_09,Endless redirect after Google sign-in,Redirect loop after Google OAuth authentication,network_error,network_error
bm25f_baseline,pair_2367,false_negative,0.415548,0.7,sdk_layout_shift_03,sdk_layout_shift_07,Page jumps down when the promo banner loads,Layout instability: dynamic banner insertion causes ~120px CLS event,modal,modal
bm25f_baseline,pair_2177,false_negative,0.655828,0.7,sdk_heavy_canvas_02,sdk_heavy_canvas_03,Canvas memory spike: 8000x8000 getImageData allocates 256MB,Image upload uses insane amount of memory,upload,upload
bm25f_baseline,pair_0974,false_negative,0.078128,0.7,syn_notification_permission_03,syn_notification_permission_07,Notification popup won't stop appearing,Notification permission: missing guard for denied/granted state,ui_interaction,ui_interaction
bm25f_baseline,pair_0796,false_negative,0.056399,0.7,syn_stale_cache_03,syn_stale_cache_08,Outdated numbers on dashboard after new release,"Service worker: skipWaiting not called, cache persists",state_management,state_management
bm25f_baseline,pair_0673,false_negative,0.077202,0.7,syn_react_key_warning_06,syn_react_key_warning_07,Index-based keys cause animation state loss in list,Unnecessary re-renders: 45 components re-render for 1 addition,react_specific,react_specific
bm25f_baseline,pair_1247,false_negative,0.225277,0.7,syn_video_autoplay_blocked_04,syn_video_autoplay_blocked_06,"Hero video dosen't play, just blackk",Customer-facing: hero section appears broken with black video frame,ui_interaction,ui_interaction
bm25f_baseline,pair_1458,false_negative,0.324202,0.7,sdk_slow_page_02,sdk_slow_page_04,Performance degradation: orders view exceeds 4x latency threshold,Orders loading too slow — spinner sits there forever,orders,orders
bm25f_baseline,pair_1491,false_negative,0.570201,0.7,sdk_form_crash_00,sdk_form_crash_07,Form validation crash: Cannot read properties of undefined (reading 'toUpperCase,Form validation missing: empty name field triggers TypeError on split,checkout,checkout
bm25f_baseline,pair_0589,false_negative,0.139507,0.7,syn_cors_preflight_07,syn_cors_preflight_09,405 on preflight: CORS config stale after migration,CORS error on all API requests after subdomain change,network_error,network_error
bm25f_baseline,pair_0130,false_negative,0.461203,0.7,syn_infinite_scroll_memory_04,syn_infinite_scroll_memory_07,nfinite scroll causes OOM on feed page,Feed performance degrades linearly with scroll depth,performance,performance
bm25f_baseline,pair_0452,false_negative,0.068151,0.7,syn_form_validation_race_06,syn_form_validation_race_09,Submit button lacks debounce — allows duplicate requests,Form double-submit causes 422 error on registration,state_management,state_management
bm25f_baseline,pair_0664,false_negative,0.557881,0.7,syn_react_key_warning_04,syn_react_key_warning_05,Rect key warning + excessive re-rennders in todo list,todo list rerenesr everything when you dd one item,react_specific,react_specific
bm25f_baseline,pair_0397,false_negative,0.043557,0.7,syn_websocket_reconnect_04,syn_websocket_reconnect_06,Notifications stop after losing internet briefly,WebSocket CLOSED state not handled on network recovery,network_error,network_error
bm25f_baseline,pair_1894,false_negative,0.474975,0.7,sdk_network_timeout_00,sdk_network_timeout_05,Network request failed: AbortError,"api request timed out, got aborterror after waiting",api,api
bm25f_baseline,pair_1093,false_negative,0.483552,0.7,syn_pdf_export_blank_01,syn_pdf_export_blank_05,Exported PDF has blank pages after page 2,"pdf exprot is blnk aafter page 2, only works for short reposrt",js_error,js_error
bm25f_baseline,pair_2067,false_negative,0.342362,0.7,sdk_websocket_fail_07,sdk_websocket_fail_08,WebSocket onerror: connection to wss://invalid-ws-host failed,"WebSocket not connect to notification server, no live update",websocket,websocket
bm25f_baseline,pair_0076,false_negative,0.127113,0.7,syn_login_csrf_02,syn_login_csrf_09,Session timeout causes login form to break,Login page returns 403 after long inactivity,network_error,network_error
bm25f_baseline,pair_0848,false_negative,0.40085,0.7,syn_a11y_focus_trap_05,syn_a11y_focus_trap_07,can tab to elemets behiind the poppu with keyboard,Accessibility: focus escapes dialog boundary,css_ui,css_ui
bm25f_baseline,pair_1116,false_negative,0.109709,0.7,syn_pdf_export_blank_05,syn_pdf_export_blank_06,"pdf exprot is blnk aafter page 2, only works for short reposrt",Customer complaint: PDF exports of quarterly reports are incomplete,js_error,js_error
bm25f_baseline,pair_2189,false_negative,0.574164,0.7,sdk_heavy_canvas_03,sdk_heavy_canvas_09,Image upload uses insane amount of memory,8000x8000 canvas — 256MB allocation,upload,upload
bm25f_baseline,pair_0742,false_negative,0.524423,0.7,syn_animation_jank_02,syn_animation_jank_04,Janky animation: accordion uses height instead of transform,Accordion animation: poor CLS on mobile,performance,performance
bm25f_baseline,pair_1133,false_negative,0.587988,0.7,syn_drag_drop_ghost_00,syn_drag_drop_ghost_08,Drag ghost image persists after drop — covers content,"Drag card ghost not disappear after drop, block other card",css_ui,css_ui
bm25f_baseline,pair_2385,false_negative,0.674383,0.7,sdk_unhandled_promise_00,sdk_unhandled_promise_01,Unhandled promise rejection: Background sync failed: connection reset,Background sync promise rejects without catch handler,profile,profile
bm25f_baseline,pair_1937,false_negative,0.324792,0.7,sdk_unauthorized_401_00,sdk_unauthorized_401_03,401 Unauthorized: authentication failed,Can't access my data — getting authentication error,auth,auth
bm25f_baseline,pair_2241,false_negative,0.499017,0.7,sdk_storage_quota_05,sdk_storage_quota_07,"localstorage is full, getting quota exceded eror when saving",Storage capacity: localStorage.setItem fails on 6MB payload (5MB browser limit),cache,cache
bm25f_baseline,pair_0200,false_negative,0.355172,0.7,syn_file_upload_crash_01,syn_file_upload_crash_05,Large file upload kills the browser tab,"cat upload big files, paage freezez",js_error,js_error
bm25f_baseline,pair_0998,false_negative,0.454212,0.7,syn_table_sort_nan_00,syn_table_sort_nan_07,Table column sort shows NaN for mixed numeric/string data,Sort comparator doesn't strip currency formatting before numeric parse,js_error,js_error
bm25f_baseline,pair_1241,false_negative,0.113489,0.7,syn_video_autoplay_blocked_03,syn_video_autoplay_blocked_05,Black box where the hero video should be,"homepagee vido is just a lack rectangel, nothing plays",ui_interaction,ui_interaction
bm25f_baseline,pair_2325,false_negative,0.610999,0.7,sdk_zindex_conflict_04,sdk_zindex_conflict_05,Dropdown hidden behind header,"dropdown menu is behind the nav bar, cant see or click it",table,table
bm25f_baseline,pair_0784,false_negative,0.338459,0.7,syn_stale_cache_01,syn_stale_cache_09,Dashboard shows old data after deploy,Users see stale dashboard data after new deployment,state_management,state_management
bm25f_baseline,pair_2389,false_negative,0.601604,0.7,sdk_unhandled_promise_00,sdk_unhandled_promise_05,Unhandled promise rejection: Background sync failed: connection reset,"backgrond sync fails with no eror message, data might be stale",profile,profile
bm25f_baseline,pair_0324,false_negative,0.263233,0.7,syn_date_picker_timezone_00,syn_date_picker_timezone_03,Date picker shows wrong date for users in UTC+ timezones,Timezone bug in date selection component,js_error,js_error
bm25f_baseline,pair_1052,false_negative,0.159905,0.7,syn_geolocation_timeout_01,syn_geolocation_timeout_09,Store locator defaults to NYC — geolocation silently fails,"Geolocation times out, map shows wrong city",network_error,network_error
bm25f_baseline,pair_0091,false_negative,0.155131,0.7,syn_login_csrf_05,syn_login_csrf_09,login broken if pagee left open too long,Login page returns 403 after long inactivity,network_error,network_error
bm25f_baseline,pair_2275,false_negative,0.638245,0.7,sdk_stale_closure_03,sdk_stale_closure_05,Counter shows 0 when it should be 5,"handler shows 0 insted of 5, its using the old value",forms,forms
bm25f_baseline,pair_2162,false_negative,0.657766,0.7,sdk_heavy_canvas_00,sdk_heavy_canvas_03,Memory-heavy canvas: 8000x8000 image processing,Image upload uses insane amount of memory,upload,upload
bm25f_baseline,pair_0322,false_negative,0.536928,0.7,syn_date_picker_timezone_00,syn_date_picker_timezone_01,Date picker shows wrong date for users in UTC+ timezones,Wrong date displayed in datepicker for non-UTC users,js_error,js_error
bm25f_baseline,pair_1564,false_negative,0.313066,0.7,sdk_broken_image_04,sdk_broken_image_09,Product photo not loading — 404,Headphones image 404,product,product
bm25f_baseline,pair_0414,false_negative,0.354625,0.7,syn_form_validation_race_00,syn_form_validation_race_04,Form submits with invalid data when clicking submit rapidly,Double-cclick on register creates dulicate API callss,state_management,state_management
bm25f_baseline,pair_0166,false_negative,0.163831,0.7,syn_dark_mode_flash_02,syn_dark_mode_flash_09,Screen flickers white between pages (dark mode),Light theme bleeds through during page changes,css_ui,css_ui
bm25f_baseline,pair_1876,false_negative,0.397177,0.7,sdk_cors_error_04,sdk_cors_error_06,CORS blocking the API request,Integration broken: external API requests blocked by CORS policy,api,api
bm25f_baseline,pair_1414,false_negative,0.37225,0.7,sdk_api_500_02,sdk_api_500_05,HTTP error from /products blocks product page rendering,"prodcuts page completly empty, api retruns error",product,product
bm25f_baseline,pair_1125,false_negative,0.149181,0.7,syn_pdf_export_blank_08,syn_pdf_export_blank_09,"PDF export make blank page for long report, short report is OK",PDF blank after page 2,js_error,js_error
bm25f_baseline,pair_0592,false_negative,0.401917,0.7,syn_dropdown_z_index_00,syn_dropdown_z_index_02,Dropdown menu appears behind the table header on scroll,Dropdown clipped by sticky table header on scroll,css_ui,css_ui
bm25f_baseline,pair_0344,false_negative,0.213214,0.7,syn_date_picker_timezone_02,syn_date_picker_timezone_09,Date off by one day in Asian timezones,Wrong day selected in date picker for Japan timezone,js_error,js_error
bm25f_baseline,pair_0717,false_negative,0.29711,0.7,syn_oauth_redirect_loop_05,syn_oauth_redirect_loop_09,stuck in redirect loop after google login,Redirect loop after Google OAuth authentication,network_error,network_error
bm25f_baseline,pair_1622,false_negative,0.661377,0.7,sdk_json_parse_crash_00,sdk_json_parse_crash_03,JSON parse crash: Expected property name or '}' in JSON at position 27 (line 1 c,Settings page breaks — bad JSON from API,api,api
bm25f_baseline,pair_1463,false_negative,0.371765,0.7,sdk_slow_page_02,sdk_slow_page_09,Performance degradation: orders view exceeds 4x latency threshold,Orders: 4s load time,orders,orders
bm25f_baseline,pair_1219,false_negative,0.564681,0.7,syn_video_autoplay_blocked_00,syn_video_autoplay_blocked_04,Hero video shows black rectangle — autoplay blocked by browser,"Hero video dosen't play, just blackk",ui_interaction,ui_interaction
bm25f_baseline,pair_1329,false_negative,0.013742,0.7,syn_service_worker_stale_03,syn_service_worker_stale_04,Deployed new version but users still see old one,Servce worker caching too aggressively after deploy,state_management,state_management
bm25f_baseline,pair_0071,false_negative,0.372234,0.7,syn_login_csrf_02,syn_login_csrf_04,Session timeout causes login form to break,CSR validation fails on stale login page,network_error,network_error
bm25f_baseline,pair_1461,false_negative,0.517833,0.7,sdk_slow_page_02,sdk_slow_page_07,Performance degradation: orders view exceeds 4x latency threshold,Orders view latency: 4000ms observed vs 1000ms SLA,orders,orders
bm25f_baseline,pair_2149,false_negative,0.572942,0.7,sdk_dom_explosion_04,sdk_dom_explosion_09,5000 nodes inserted at once — page jank,"5000 DOM nodes, no virtualization — jank",gallery,gallery
bm25f_baseline,pair_1094,false_negative,0.239263,0.7,syn_pdf_export_blank_01,syn_pdf_export_blank_06,Exported PDF has blank pages after page 2,Customer complaint: PDF exports of quarterly reports are incomplete,js_error,js_error
bm25f_baseline,pair_0096,false_negative,0.068545,0.7,syn_login_csrf_07,syn_login_csrf_09,Stale form token blocks authentication,Login page returns 403 after long inactivity,network_error,network_error
bm25f_baseline,pair_1213,false_negative,0.360862,0.7,syn_password_reveal_crash_07,syn_password_reveal_crash_08,Null reference in togglePasswordVisibility: input.value is null,"Password eye button crash when field empty, error say null",js_error,js_error
bm25f_baseline,pair_2191,false_negative,0.534816,0.7,sdk_heavy_canvas_04,sdk_heavy_canvas_06,Upload handler eats 256MB for image processing,Browser slows down significantly after uploading an image,upload,upload
bm25f_baseline,pair_1033,false_negative,0.100807,0.7,syn_table_sort_nan_06,syn_table_sort_nan_09,Data integrity issue: NaN values appear in sorted transaction table,Amount sort shows NaN,js_error,js_error
bm25f_baseline,pair_1512,false_negative,0.542726,0.7,sdk_form_crash_03,sdk_form_crash_07,Checkout form crashes with empty fields,Form validation missing: empty name field triggers TypeError on split,checkout,checkout
bm25f_baseline,pair_0205,false_negative,0.10095,0.7,syn_file_upload_crash_02,syn_file_upload_crash_03,Page freezes on drag-and-drop of big PDFs,FileReader OOM on large attachments,js_error,js_error
bm25f_baseline,pair_1503,false_negative,0.465627,0.7,sdk_form_crash_02,sdk_form_crash_04,Unhandled TypeError: name field validation assumes non-empty input,Form blows up if you submit it empty,checkout,checkout
bm25f_baseline,pair_2005,false_negative,0.554273,0.7,sdk_rate_limit_429_03,sdk_rate_limit_429_05,Fired too many requests too fast — some failed,sent a bunch of api reqests realy fast and some faild,api,api
bm25f_baseline,pair_0163,false_negative,0.087152,0.7,syn_dark_mode_flash_02,syn_dark_mode_flash_06,Screen flickers white between pages (dark mode),Flash of unstyled content with dark color scheme,css_ui,css_ui
bm25f_baseline,pair_1153,false_negative,0.119881,0.7,syn_drag_drop_ghost_03,syn_drag_drop_ghost_07,Ghost card stays on screen after dropping in kanban,Kanban DnD: dragend handler doesn't remove preview clone from DOM,css_ui,css_ui
bm25f_baseline,pair_0198,false_negative,0.160983,0.7,syn_file_upload_crash_01,syn_file_upload_crash_03,Large file upload kills the browser tab,FileReader OOM on large attachments,js_error,js_error
bm25f_baseline,pair_1863,false_negative,0.424534,0.7,sdk_cors_error_02,sdk_cors_error_04,CORS policy violation: cross-origin request rejected by browser,CORS blocking the API request,api,api
bm25f_baseline,pair_0809,false_negative,0.143185,0.7,syn_stale_cache_06,syn_stale_cache_09,Stale service worker cache persists across deployments,Users see stale dashboard data after new deployment,state_management,state_management
bm25f_baseline,pair_1380,false_negative,0.514842,0.7,sdk_checkout_crash_04,sdk_checkout_crash_05,Payment button kills the page,chekout form crashes when procesing payemnt,checkout,checkout
bm25f_baseline,pair_0028,false_negative,0.057118,0.7,syn_checkout_coupon_02,syn_checkout_coupon_06,Cannot complete purchase with promo code active,Checkout regression: discount codes disable submit,ui_interaction,ui_interaction
bm25f_baseline,pair_0327,false_negative,0.318672,0.7,syn_date_picker_timezone_00,syn_date_picker_timezone_06,Date picker shows wrong date for users in UTC+ timezones,Date component: UTC conversion bug for positive offset timezones,js_error,js_error
bm25f_baseline,pair_1570,false_negative,0.40178,0.7,sdk_broken_image_06,sdk_broken_image_08,Customer sees broken image on product page,"Product image not load, show broken picture icon",product,product
bm25f_baseline,pair_0457,false_negative,0.492441,0.7,syn_image_lazy_load_00,syn_image_lazy_load_02,Images fail to load when scrolling quickly in product gallery,Lazy-loaded images never appear after rapid scrolling,performance,performance
bm25f_baseline,pair_1494,false_negative,0.609274,0.7,sdk_form_crash_01,sdk_form_crash_02,Empty checkout form submission causes TypeError in name parsing,Unhandled TypeError: name field validation assumes non-empty input,checkout,checkout
bm25f_baseline,pair_1527,false_negative,0.546829,0.7,sdk_form_crash_07,sdk_form_crash_08,Form validation missing: empty name field triggers TypeError on split,"Form crash when submit empty, no validation show",checkout,checkout
bm25f_baseline,pair_2056,false_negative,0.400622,0.7,sdk_websocket_fail_04,sdk_websocket_fail_06,WebSocket connection error — no live updates,No real-time notifications — WebSocket connection refused,websocket,websocket
bm25f_baseline,pair_1844,false_negative,0.649281,0.7,sdk_invalid_date_08,sdk_invalid_date_09,"Date field no check input, crash when date is wrong format",Invalid date input crashes — no validation,datepicker,datepicker
bm25f_baseline,pair_1059,false_negative,0.161806,0.7,syn_geolocation_timeout_02,syn_geolocation_timeout_09,Geolocation timeout not handled: map falls back to default without notification,"Geolocation times out, map shows wrong city",network_error,network_error
bm25f_baseline,pair_1730,false_negative,0.540299,0.7,sdk_null_dom_02,sdk_null_dom_06,Null reference: #user-avatar-container not in DOM when accessed,Profile section crashes when avatar container is not rendered,profile,profile
bm25f_baseline,pair_1645,false_negative,0.632189,0.7,sdk_json_parse_crash_03,sdk_json_parse_crash_05,Settings page breaks — bad JSON from API,setings page crashs becuse of bad json from the api,api,api
bm25f_baseline,pair_0047,false_negative,0.026743,0.7,syn_checkout_coupon_06,syn_checkout_coupon_07,Checkout regression: discount codes disable submit,Bug: impossible to order when coupon is used,ui_interaction,ui_interaction
bm25f_baseline,pair_1862,false_negative,0.424071,0.7,sdk_cors_error_02,sdk_cors_error_03,CORS policy violation: cross-origin request rejected by browser,External API call blocked by CORS,api,api
bm25f_baseline,pair_2280,false_negative,0.616849,0.7,sdk_stale_closure_04,sdk_stale_closure_05,Handler shows wrong value — stale state,"handler shows 0 insted of 5, its using the old value",forms,forms
bm25f_baseline,pair_0527,false_negative,0.155627,0.7,syn_ssr_hydration_mismatch_03,syn_ssr_hydration_mismatch_06,Price rendering differs between server and client,Server/client content divergence in price component,react_specific,react_specific
bm25f_baseline,pair_0658,false_negative,0.161922,0.7,syn_react_key_warning_03,syn_react_key_warning_04,Performance issue: list uses index as key,Rect key warning + excessive re-rennders in todo list,react_specific,react_specific
bm25f_baseline,pair_1656,false_negative,0.514001,0.7,sdk_json_parse_crash_05,sdk_json_parse_crash_07,setings page crashs becuse of bad json from the api,JSON deserialization failure: preferences API response is malformed,api,api
bm25f_baseline,pair_0415,false_negative,0.389085,0.7,syn_form_validation_race_00,syn_form_validation_race_05,Form submits with invalid data when clicking submit rapidly,clicking submit fast sends the frm wtice,state_management,state_management
bm25f_baseline,pair_1418,false_negative,0.342477,0.7,sdk_api_500_02,sdk_api_500_09,HTTP error from /products blocks product page rendering,Products API error — blank page,product,product
bm25f_baseline,pair_0338,false_negative,0.119044,0.7,syn_date_picker_timezone_02,syn_date_picker_timezone_03,Date off by one day in Asian timezones,Timezone bug in date selection component,js_error,js_error
bm25f_baseline,pair_1904,false_negative,0.436034,0.7,sdk_network_timeout_01,sdk_network_timeout_07,API request aborted after timeout — AbortController cancellation,Network failure: AbortController triggered after 2s timeout on unresponsive endp,api,api
bm25f_baseline,pair_2119,false_negative,0.545434,0.7,sdk_dom_explosion_00,sdk_dom_explosion_05,DOM explosion: 5000 nodes inserted in 49ms,"galery is super laggy, loads all 5000 itms at once",gallery,gallery
bm25f_baseline,pair_0669,false_negative,0.136782,0.7,syn_react_key_warning_05,syn_react_key_warning_06,todo list rerenesr everything when you dd one item,Index-based keys cause animation state loss in list,react_specific,react_specific
bm25f_baseline,pair_0735,false_negative,0.482931,0.7,syn_animation_jank_01,syn_animation_jank_04,FAQ accordion choppy on cheap phones,Accordion animation: poor CLS on mobile,performance,performance
bm25f_baseline,pair_1727,false_negative,0.485179,0.7,sdk_null_dom_02,sdk_null_dom_03,Null reference: #user-avatar-container not in DOM when accessed,Profile page crashes — trying to update element that doesn't exist,profile,profile
bm25f_baseline,pair_1069,false_negative,0.362829,0.7,syn_geolocation_timeout_04,syn_geolocation_timeout_08,Location nt working on store finder,"Map not detect my location, always show default city",network_error,network_error
bm25f_baseline,pair_1968,false_negative,0.32855,0.7,sdk_unauthorized_401_04,sdk_unauthorized_401_08,401 error on API call — token expired,"API return 401 error, user token not valid anymore",auth,auth
bm25f_baseline,pair_1584,false_negative,0.465739,0.7,sdk_rage_clicks_01,sdk_rage_clicks_02,Submit Order button is completely unresponsive to clicks,Dead click target: Submit Order button has no bound event handler,orders,orders
bm25f_baseline,pair_2470,false_negative,0.678802,0.7,sdk_listener_leak_06,sdk_listener_leak_08,Page performance degrades over time during normal use,"Every time go to page, new scroll listener add but not remove",list,list
bm25f_baseline,pair_1167,false_negative,0.212094,0.7,syn_drag_drop_ghost_06,syn_drag_drop_ghost_09,Visual glitch: drag preview overlay blocks kanban board interaction,Kanban drag ghost persists after drop,css_ui,css_ui
bm25f_baseline,pair_0617,false_negative,0.208725,0.7,syn_dropdown_z_index_03,syn_dropdown_z_index_08,Context menu invisible under fixed header,CSS: dropdown z-index lower than sticky header,css_ui,css_ui
bm25f_baseline,pair_1390,false_negative,0.572003,0.7,sdk_checkout_crash_06,sdk_checkout_crash_08,Unable to complete purchase — payment form crashes on submit,"Payment page crash when click button, error about undefined",checkout,checkout
bm25f_baseline,pair_0380,false_negative,0.331966,0.7,syn_websocket_reconnect_01,syn_websocket_reconnect_07,WebSocket doesn't reconnect after WiFi drops,Real-time feed dies after connectivity blip,network_error,network_error
bm25f_baseline,pair_1236,false_negative,0.247842,0.7,syn_video_autoplay_blocked_02,syn_video_autoplay_blocked_06,Unhandled play() rejection: video autoplay fails without fallback UI,Customer-facing: hero section appears broken with black video frame,ui_interaction,ui_interaction
bm25f_baseline,pair_2053,false_negative,0.396602,0.7,sdk_websocket_fail_03,sdk_websocket_fail_08,Notifications not working — WebSocket won't connect,"WebSocket not connect to notification server, no live update",websocket,websocket
bm25f_baseline,pair_1392,false_negative,0.160299,0.7,sdk_checkout_crash_07,sdk_checkout_crash_08,QA: checkout submit triggers unhandled TypeError in payment flow,"Payment page crash when click button, error about undefined",checkout,checkout
bm25f_baseline,pair_1511,false_negative,0.571799,0.7,sdk_form_crash_03,sdk_form_crash_06,Checkout form crashes with empty fields,Bug: form submission without input crashes instead of validating,checkout,checkout
bm25f_baseline,pair_0963,false_negative,0.352651,0.7,syn_notification_permission_01,syn_notification_permission_09,Browser notification prompt appears on every single page load,Notification prompt repeats on every page,ui_interaction,ui_interaction
bm25f_baseline,pair_2368,false_negative,0.49761,0.7,sdk_layout_shift_03,sdk_layout_shift_08,Page jumps down when the promo banner loads,Banner load late and push all page content down,modal,modal
bm25f_baseline,pair_0908,false_negative,0.426948,0.7,syn_clipboard_paste_crash_00,syn_clipboard_paste_crash_07,App crashes when pasting rich text into plain text field,Paste handler crashes on HTML clipboard content,js_error,js_error
bm25f_baseline,pair_0110,false_negative,0.456654,0.7,syn_infinite_scroll_memory_01,syn_infinite_scroll_memory_05,Page gets slower and slower when scrolling the feed,feed page very laggy after scrollling alot,performance,performance
bm25f_baseline,pair_2338,false_negative,0.661418,0.7,sdk_zindex_conflict_07,sdk_zindex_conflict_09,CSS z-index conflict: dropdown at z-50 rendered below fixed nav at z-100,Z-index: dropdown behind nav,table,table
bm25f_baseline,pair_0293,false_negative,0.180387,0.7,syn_modal_scroll_lock_01,syn_modal_scroll_lock_09,iOS: page scrolls behind open modal,Scroll lock broken on mobile Safari,css_ui,css_ui
bm25f_baseline,pair_2187,false_negative,0.62012,0.7,sdk_heavy_canvas_03,sdk_heavy_canvas_07,Image upload uses insane amount of memory,Unbounded canvas allocation: no dimension check before 8000x8000 getImageData,upload,upload
bm25f_baseline,pair_1739,false_negative,0.54255,0.7,sdk_null_dom_03,sdk_null_dom_09,Profile page crashes — trying to update element that doesn't exist,Null DOM ref on profile page,profile,profile
bm25f_baseline,pair_1637,false_negative,0.579544,0.7,sdk_json_parse_crash_02,sdk_json_parse_crash_03,API returns invalid JSON: SyntaxError at position 27,Settings page breaks — bad JSON from API,api,api
bm25f_baseline,pair_0546,false_negative,0.569862,0.7,syn_cors_preflight_00,syn_cors_preflight_01,API calls fail with CORS error after deploying to new subdomain,CORS blocks all API requests from new subdomain,network_error,network_error
bm25f_baseline,pair_1303,false_negative,0.083271,0.7,syn_chart_resize_overflow_07,syn_chart_resize_overflow_09,Chart canvas ignores container resize: missing ResizeObserver or responsive opti,Chart overflow on window resize,css_ui,css_ui
bm25f_baseline,pair_0526,false_negative,0.082097,0.7,syn_ssr_hydration_mismatch_03,syn_ssr_hydration_mismatch_05,Price rendering differs between server and client,productt page throws hydration error in cnosole,react_specific,react_specific
bm25f_baseline,pair_0392,false_negative,0.059292,0.7,syn_websocket_reconnect_03,syn_websocket_reconnect_06,No auto-reconnect for realtime notification socket,WebSocket CLOSED state not handled on network recovery,network_error,network_error
bm25f_baseline,pair_1541,false_negative,0.40213,0.7,sdk_broken_image_01,sdk_broken_image_04,Product image returns 404 — broken image placeholder visible,Product photo not loading — 404,product,product
bm25f_baseline,pair_0870,false_negative,0.180358,0.7,syn_useeffect_loop_01,syn_useeffect_loop_06,Infinite re-render on profile edit form,Maximum update depth exceeded in profile component,react_specific,react_specific
bm25f_baseline,pair_1411,false_negative,0.377014,0.7,sdk_api_500_01,sdk_api_500_09,Product listing fails to load — API returns error status,Products API error — blank page,product,product
bm25f_baseline,pair_0652,false_negative,0.556749,0.7,syn_react_key_warning_02,syn_react_key_warning_04,Missing key prop causes full list re-render,Rect key warning + excessive re-rennders in todo list,react_specific,react_specific
bm25f_baseline,pair_0020,false_negative,0.269154,0.7,syn_checkout_coupon_01,syn_checkout_coupon_05,Place Order btn dead after discount code,klick on 'place ordeer' does nothin with coupon,ui_interaction,ui_interaction
bm25f_baseline,pair_0631,false_negative,0.257331,0.7,syn_dropdown_z_index_07,syn_dropdown_z_index_08,z-index conflict: action dropdown vs sticky <thead>,CSS: dropdown z-index lower than sticky header,css_ui,css_ui
bm25f_baseline,pair_0967,false_negative,0.149379,0.7,syn_notification_permission_02,syn_notification_permission_06,Repeated Notification.requestPermission() calls ignore user denial,User reports: notification permission dialog is too aggressive,ui_interaction,ui_interaction
bm25f_baseline,pair_0329,false_negative,0.39016,0.7,syn_date_picker_timezone_00,syn_date_picker_timezone_08,Date picker shows wrong date for users in UTC+ timezones,Datepicker timezone handling: UTC+ users see previous day,js_error,js_error
bm25f_baseline,pair_1259,false_negative,0.260733,0.7,syn_video_autoplay_blocked_07,syn_video_autoplay_blocked_09,"Video autoplay policy: play() DOMException not caught, no poster fallback","Hero video black — autoplay blocked, no fallback",ui_interaction,ui_interaction
bm25f_baseline,pair_1886,false_negative,0.417604,0.7,sdk_cors_error_06,sdk_cors_error_09,Integration broken: external API requests blocked by CORS policy,CORS blocks external API fetch,api,api
bm25f_baseline,pair_0677,false_negative,0.163016,0.7,syn_react_key_warning_07,syn_react_key_warning_09,Unnecessary re-renders: 45 components re-render for 1 addition,Complete list re-render on single item add in todo,react_specific,react_specific
bm25f_baseline,pair_1266,false_negative,0.558713,0.7,syn_chart_resize_overflow_00,syn_chart_resize_overflow_07,Dashboard chart overflows container on window resize,Chart canvas ignores container resize: missing ResizeObserver or responsive opti,css_ui,css_ui
bm25f_baseline,pair_2388,false_negative,0.647611,0.7,sdk_unhandled_promise_00,sdk_unhandled_promise_04,Unhandled promise rejection: Background sync failed: connection reset,Promise rejection not caught — sync error silent,profile,profile
bm25f_baseline,pair_0220,false_negative,0.431635,0.7,syn_file_upload_crash_04,syn_file_upload_crash_07,Upload zone crashes browser with largge document,Document upload crashes on files exceeding 10MB,js_error,js_error
bm25f_baseline,pair_1364,false_negative,0.252346,0.7,sdk_checkout_crash_01,sdk_checkout_crash_07,Payment processing throws TypeError on undefined handler,QA: checkout submit triggers unhandled TypeError in payment flow,checkout,checkout
bm25f_baseline,pair_0532,false_negative,0.098398,0.7,syn_ssr_hydration_mismatch_04,syn_ssr_hydration_mismatch_06,React hydration warning on product detai lpage,Server/client content divergence in price component,react_specific,react_specific
